reference	query	s_gene	s_seq	s_start	s_end	s_strand	s_gene_bp	n_hsps	sum_aln_len	sum_nident	identity_pct	distance	in_selected_pairs
AG-910-J22	AG-426-F11	AG-910-J22_00406	AG-910-J22_NODE_3	36705	38618	+	1914	1	1914	1914.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00407	AG-910-J22_NODE_3	38615	39700	-	1086	1	1086	1086.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00408	AG-910-J22_NODE_3	39733	40356	+	624	1	624	624.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00409	AG-910-J22_NODE_3	40353	41366	-	1014	1	1014	1014.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00410	AG-910-J22_NODE_3	41477	42286	+	810	1	810	810.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00411	AG-910-J22_NODE_3	42276	43148	+	873	1	873	873.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00412	AG-910-J22_NODE_3	43148	45211	+	2064	1	2064	2064.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00413	AG-910-J22_NODE_3	45213	47873	+	2661	1	2661	2659.98882	99.962	0.00038	1
AG-910-J22	AG-426-F11	AG-910-J22_00414	AG-910-J22_NODE_3	47870	48706	-	837	1	837	837.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00415	AG-910-J22_NODE_3	48712	49701	-	990	1	990	990.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00424	AG-910-J22_NODE_3	55534	56442	+	909	1	264	264.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00425	AG-910-J22_NODE_3	56495	58261	+	1767	1	1767	1765.99281	99.943	0.00057	1
AG-910-J22	AG-426-F11	AG-910-J22_00427	AG-910-J22_NODE_3	58834	59856	+	1023	1	894	894.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00428	AG-910-J22_NODE_3	59947	61536	+	1590	1	1590	1588.9983	99.937	0.00063	1
AG-910-J22	AG-426-F11	AG-910-J22_00429	AG-910-J22_NODE_3	61545	62570	+	1026	1	1026	1026.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00430	AG-910-J22_NODE_3	62588	63418	+	831	1	831	831.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00431	AG-910-J22_NODE_3	63415	63945	+	531	1	531	531.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00432	AG-910-J22_NODE_3	63926	65872	+	1947	1	1947	1947.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00433	AG-910-J22_NODE_3	65869	66999	+	1131	1	1131	1131.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00434	AG-910-J22_NODE_3	67073	68314	+	1242	1	1242	1240.99398	99.919	0.00081	1
AG-910-J22	AG-426-F11	AG-910-J22_00435	AG-910-J22_NODE_3	68330	71749	+	3420	1	282	282.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00444	AG-910-J22_NODE_3	77542	78780	+	1239	1	918	916.99938	99.891	0.00109	1
AG-910-J22	AG-426-F11	AG-910-J22_00445	AG-910-J22_NODE_3	78842	79735	+	894	1	894	877.9974	98.21	0.0179	1
AG-910-J22	AG-426-F11	AG-910-J22_00446	AG-910-J22_NODE_3	79732	79914	+	183	1	183	176.00025	96.175	0.03825	1
AG-910-J22	AG-426-F11	AG-910-J22_00447	AG-910-J22_NODE_3	79901	80953	+	1053	1	1053	1033.00353	98.101	0.01899	1
AG-910-J22	AG-426-F11	AG-910-J22_00448	AG-910-J22_NODE_3	80950	81690	+	741	1	741	721.00041	97.301	0.02699	1
AG-910-J22	AG-426-F11	AG-910-J22_00449	AG-910-J22_NODE_3	81690	82475	+	786	1	786	772.00134	98.219	0.01781	1
AG-910-J22	AG-426-F11	AG-910-J22_00450	AG-910-J22_NODE_3	82475	83179	+	705	1	705	690.9987	98.014	0.01986	1
AG-910-J22	AG-426-F11	AG-910-J22_00451	AG-910-J22_NODE_3	83169	83495	+	327	1	327	323.00079	98.777	0.01223	1
AG-910-J22	AG-426-F11	AG-910-J22_00452	AG-910-J22_NODE_3	83492	83998	+	507	1	507	495.9981	97.83	0.0217	1
AG-910-J22	AG-426-F11	AG-910-J22_00453	AG-910-J22_NODE_3	84003	84923	+	921	1	921	905.99691	98.371	0.01629	1
AG-910-J22	AG-426-F11	AG-910-J22_00454	AG-910-J22_NODE_3	84940	85710	+	771	1	771	745.99647	96.757	0.03243	1
AG-910-J22	AG-426-F11	AG-910-J22_00455	AG-910-J22_NODE_3	85725	86492	+	768	1	768	748.99968	97.526	0.02474	1
AG-910-J22	AG-426-F11	AG-910-J22_00456	AG-910-J22_NODE_3	86498	87205	+	708	1	708	695.00112	98.164	0.01836	1
AG-910-J22	AG-426-F11	AG-910-J22_00457	AG-910-J22_NODE_3	87207	88217	+	1011	1	1011	993.99498	98.318	0.01682	1
AG-910-J22	AG-426-F11	AG-910-J22_00458	AG-910-J22_NODE_3	88214	89584	+	1371	2	1401	1181.00164	84.297048	0.15702952	1
AG-910-J22	AG-426-F11	AG-910-J22_00461	AG-910-J22_NODE_3	91513	92370	-	858	1	858	841.00302	98.019	0.01981	1
AG-910-J22	AG-426-F11	AG-910-J22_00462	AG-910-J22_NODE_3	92374	93855	-	1482	1	1482	1465.9944	98.92	0.0108	1
AG-910-J22	AG-426-F11	AG-910-J22_00463	AG-910-J22_NODE_3	93848	94621	-	774	1	774	774.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00464	AG-910-J22_NODE_3	94624	95211	-	588	1	588	588.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00465	AG-910-J22_NODE_3	95208	96908	-	1701	1	1701	1701.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00466	AG-910-J22_NODE_3	96905	98074	-	1170	1	1170	1170.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00467	AG-910-J22_NODE_3	98175	99146	-	972	1	972	970.99884	99.897	0.00103	1
AG-910-J22	AG-426-F11	AG-910-J22_00468	AG-910-J22_NODE_3	99143	100093	-	951	1	951	951.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00469	AG-910-J22_NODE_3	100129	101715	-	1587	1	1587	1587.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00470	AG-910-J22_NODE_3	101716	102543	-	828	1	828	828.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00471	AG-910-J22_NODE_3	102547	103014	-	468	1	468	466.99848	99.786	0.00214	1
AG-910-J22	AG-426-F11	AG-910-J22_00472	AG-910-J22_NODE_3	103017	103877	-	861	1	861	861.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00473	AG-910-J22_NODE_3	103879	104604	-	726	1	726	726.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00474	AG-910-J22_NODE_3	104640	105527	+	888	1	888	888.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00475	AG-910-J22_NODE_4	82	1374	+	1293	1	1293	1293.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00476	AG-910-J22_NODE_4	1371	2558	-	1188	1	1188	1188.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00477	AG-910-J22_NODE_4	2584	2925	+	342	1	342	342.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00479	AG-910-J22_NODE_4	3525	6200	+	2676	1	177	177.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00488	AG-910-J22_NODE_4	13929	15248	-	1320	1	1320	1320.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00489	AG-910-J22_NODE_4	15251	15931	-	681	1	432	432.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00490	AG-910-J22_NODE_4	15931	16809	-	879	1	879	879.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00491	AG-910-J22_NODE_4	16819	16989	-	171	1	171	171.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00492	AG-910-J22_NODE_4	17022	17249	-	228	1	228	228.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00493	AG-910-J22_NODE_4	17261	18661	-	1401	1	1401	1401.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00494	AG-910-J22_NODE_4	18796	19203	-	408	1	408	408.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00495	AG-910-J22_NODE_4	19206	20600	-	1395	1	1395	1393.9956	99.928	0.00072	1
AG-910-J22	AG-426-F11	AG-910-J22_00496	AG-910-J22_NODE_4	20600	21454	-	855	1	855	855.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00497	AG-910-J22_NODE_4	21442	22383	-	942	1	942	939.00444	99.682	0.00318	1
AG-910-J22	AG-426-F11	AG-910-J22_00498	AG-910-J22_NODE_4	22405	23874	-	1470	1	1470	1393.0014	94.762	0.05238	1
AG-910-J22	AG-426-F11	AG-910-J22_00499	AG-910-J22_NODE_4	23941	25266	-	1326	1	1326	1275.00204	96.154	0.03846	1
AG-910-J22	AG-426-F11	AG-910-J22_00500	AG-910-J22_NODE_4	25364	25714	-	351	1	351	348.9993	99.43	0.0057	1
AG-910-J22	AG-426-F11	AG-910-J22_00501	AG-910-J22_NODE_4	25714	28053	-	2340	1	2340	2303.0046	98.419	0.01581	1
AG-910-J22	AG-426-F11	AG-910-J22_00508	AG-910-J22_NODE_4	33883	35361	+	1479	1	1240	925.0028	74.597	0.25403	1
AG-910-J22	AG-426-F11	AG-910-J22_00510	AG-910-J22_NODE_4	36781	37767	+	987	1	957	851.99796	89.028	0.10972	1
AG-910-J22	AG-426-F11	AG-910-J22_00511	AG-910-J22_NODE_4	37878	39206	+	1329	1	1329	1329.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00512	AG-910-J22_NODE_4	39261	40520	+	1260	1	1260	1257.9966	99.841	0.00159	1
AG-910-J22	AG-426-F11	AG-910-J22_00513	AG-910-J22_NODE_4	40510	41703	+	1194	1	1194	1194.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00514	AG-910-J22_NODE_4	41703	42971	+	1269	1	1269	1267.99749	99.921	0.00079	1
AG-910-J22	AG-426-F11	AG-910-J22_00515	AG-910-J22_NODE_4	42964	44121	+	1158	1	1158	1157.00412	99.914	0.00086	1
AG-910-J22	AG-426-F11	AG-910-J22_00516	AG-910-J22_NODE_4	44121	44906	+	786	1	786	786.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00517	AG-910-J22_NODE_4	44898	46574	-	1677	1	1677	1675.00437	99.881	0.00119	1
AG-910-J22	AG-426-F11	AG-910-J22_00518	AG-910-J22_NODE_4	46703	47959	+	1257	1	1257	1257.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00519	AG-910-J22_NODE_4	47960	48229	+	270	1	270	270.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00520	AG-910-J22_NODE_4	48229	51225	+	2997	1	2997	2994.99201	99.933	0.00067	1
AG-910-J22	AG-426-F11	AG-910-J22_00521	AG-910-J22_NODE_4	51222	51809	+	588	1	588	588.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00522	AG-910-J22_NODE_4	51813	53426	-	1614	1	1614	1614.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00523	AG-910-J22_NODE_4	53433	53873	-	441	1	441	441.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00524	AG-910-J22_NODE_4	53878	54336	-	459	1	459	459.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00525	AG-910-J22_NODE_4	54385	55005	+	621	1	621	620.00019	99.839	0.00161	1
AG-910-J22	AG-426-F11	AG-910-J22_00526	AG-910-J22_NODE_4	55008	56051	-	1044	1	1044	1044.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00527	AG-910-J22_NODE_4	56052	56546	-	495	1	495	495.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00528	AG-910-J22_NODE_4	56634	57602	+	969	1	969	969.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00529	AG-910-J22_NODE_4	57602	59257	+	1656	1	1656	1656.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00530	AG-910-J22_NODE_4	59262	59870	+	609	1	609	609.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00531	AG-910-J22_NODE_4	59863	60030	+	168	1	168	167.0004	99.405	0.00595	1
AG-910-J22	AG-426-F11	AG-910-J22_00532	AG-910-J22_NODE_4	60027	60572	-	546	1	546	546.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00533	AG-910-J22_NODE_4	60610	61968	-	1359	1	1359	1359.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00534	AG-910-J22_NODE_4	61961	62689	-	729	1	729	728.00127	99.863	0.00137	1
AG-910-J22	AG-426-F11	AG-910-J22_00535	AG-910-J22_NODE_4	62752	63636	-	885	1	885	885.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00536	AG-910-J22_NODE_4	63685	64695	-	1011	1	1011	1011.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00537	AG-910-J22_NODE_4	64829	65869	+	1041	1	1041	1040.00064	99.904	0.00096	1
AG-910-J22	AG-426-F11	AG-910-J22_00538	AG-910-J22_NODE_4	65871	68276	+	2406	1	2406	2361.0078	98.13	0.0187	1
AG-910-J22	AG-426-F11	AG-910-J22_00539	AG-910-J22_NODE_4	68276	68905	+	630	1	630	591.003	93.81	0.0619	1
AG-910-J22	AG-426-F11	AG-910-J22_00540	AG-910-J22_NODE_4	68907	70082	+	1176	1	1176	1076.00472	91.497	0.08503	1
AG-910-J22	AG-426-F11	AG-910-J22_00541	AG-910-J22_NODE_4	70058	70537	+	480	1	441	422.99838	95.918	0.04082	1
AG-910-J22	AG-426-F11	AG-910-J22_00542	AG-910-J22_NODE_4	70540	71775	+	1236	1	1236	1234.99884	99.919	0.00081	1
AG-910-J22	AG-426-F11	AG-910-J22_00543	AG-910-J22_NODE_4	71775	72182	+	408	1	408	408.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00544	AG-910-J22_NODE_4	72182	72556	+	375	1	375	355.99875	94.933	0.05067	1
AG-910-J22	AG-426-F11	AG-910-J22_00545	AG-910-J22_NODE_4	72571	73344	+	774	1	774	710.9964	91.86	0.0814	1
AG-910-J22	AG-426-F11	AG-910-J22_00546	AG-910-J22_NODE_4	73366	73833	+	468	1	468	448.9992	95.94	0.0406	1
AG-910-J22	AG-426-F11	AG-910-J22_00547	AG-910-J22_NODE_4	73833	74402	+	570	1	570	544.0023	95.439	0.04561	1
AG-910-J22	AG-426-F11	AG-910-J22_00548	AG-910-J22_NODE_4	74374	74847	+	474	1	474	434.99928	91.772	0.08228	1
AG-910-J22	AG-426-F11	AG-910-J22_00549	AG-910-J22_NODE_4	74847	75062	+	216	1	216	209.99952	97.222	0.02778	1
AG-910-J22	AG-426-F11	AG-910-J22_00550	AG-910-J22_NODE_4	75106	77538	+	2433	1	2433	2337.99135	96.095	0.03905	1
AG-910-J22	AG-426-F11	AG-910-J22_00551	AG-910-J22_NODE_4	77538	78287	+	750	1	750	707.0025	94.267	0.05733	1
AG-910-J22	AG-426-F11	AG-910-J22_00552	AG-910-J22_NODE_4	78287	79240	+	954	1	954	918.99774	96.331	0.03669	1
AG-910-J22	AG-426-F11	AG-910-J22_00553	AG-910-J22_NODE_4	79262	80881	+	1620	1	1619	1565.99394	96.726	0.03274	1
AG-910-J22	AG-426-F11	AG-910-J22_00554	AG-910-J22_NODE_4	80882	81256	-	375	1	375	363.0	96.8	0.032	1
AG-910-J22	AG-426-F11	AG-910-J22_00555	AG-910-J22_NODE_4	81256	81723	-	468	1	468	454.00212	97.009	0.02991	1
AG-910-J22	AG-426-F11	AG-910-J22_00557	AG-910-J22_NODE_4	82420	83424	+	1005	1	1005	951.00135	94.627	0.05373	1
AG-910-J22	AG-426-F11	AG-910-J22_00558	AG-910-J22_NODE_4	83424	84314	+	891	1	891	873.99972	98.092	0.01908	1
AG-910-J22	AG-426-F11	AG-910-J22_00559	AG-910-J22_NODE_4	84436	85455	+	1020	1	1020	994.0002	97.451	0.02549	1
AG-910-J22	AG-426-F11	AG-910-J22_00560	AG-910-J22_NODE_4	85479	85628	+	150	1	150	144.0	96.0	0.04	1
AG-910-J22	AG-426-F11	AG-910-J22_00561	AG-910-J22_NODE_5	983	1483	-	501	1	501	501.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00562	AG-910-J22_NODE_5	1557	1985	+	429	1	429	429.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00563	AG-910-J22_NODE_5	2100	2516	+	417	1	417	417.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00564	AG-910-J22_NODE_5	2573	3898	+	1326	1	1326	1325.0055	99.925	0.00075	1
AG-910-J22	AG-426-F11	AG-910-J22_00565	AG-910-J22_NODE_5	3888	4493	+	606	1	606	604.0002	99.67	0.0033	1
AG-910-J22	AG-426-F11	AG-910-J22_00566	AG-910-J22_NODE_5	4486	4857	-	372	1	372	372.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00567	AG-910-J22_NODE_5	4920	5669	-	750	1	750	750.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00568	AG-910-J22_NODE_5	5673	6110	-	438	1	438	438.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00569	AG-910-J22_NODE_5	6114	7304	-	1191	1	1191	1188.99912	99.832	0.00168	1
AG-910-J22	AG-426-F11	AG-910-J22_00570	AG-910-J22_NODE_5	7313	8881	-	1569	1	1569	1569.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00571	AG-910-J22_NODE_5	8881	9585	-	705	1	705	705.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00574	AG-910-J22_NODE_5	11063	12478	+	1416	1	1416	1416.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00575	AG-910-J22_NODE_5	12468	13580	+	1113	1	1113	1113.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00576	AG-910-J22_NODE_5	13577	14278	-	702	1	702	702.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00577	AG-910-J22_NODE_5	14291	15505	-	1215	1	1215	1215.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00578	AG-910-J22_NODE_5	15489	15626	-	138	1	138	138.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00579	AG-910-J22_NODE_5	15656	17044	-	1389	1	1242	1240.99398	99.919	0.00081	1
AG-910-J22	AG-426-F11	AG-910-J22_00592	AG-910-J22_NODE_5	26875	28833	+	1959	1	1959	1954.00455	99.745	0.00255	1
AG-910-J22	AG-426-F11	AG-910-J22_00593	AG-910-J22_NODE_5	28939	29916	+	978	1	978	976.00488	99.796	0.00204	1
AG-910-J22	AG-426-F11	AG-910-J22_00594	AG-910-J22_NODE_5	29974	31959	+	1986	1	1986	1985.007	99.95	0.0005	1
AG-910-J22	AG-426-F11	AG-910-J22_00595	AG-910-J22_NODE_5	31963	32388	-	426	1	426	424.9989	99.765	0.00235	1
AG-910-J22	AG-426-F11	AG-910-J22_00597	AG-910-J22_NODE_5	32640	35705	+	3066	1	3066	3059.00952	99.772	0.00228	1
AG-910-J22	AG-426-F11	AG-910-J22_00598	AG-910-J22_NODE_5	35706	36632	+	927	1	927	924.99768	99.784	0.00216	1
AG-910-J22	AG-426-F11	AG-910-J22_00599	AG-910-J22_NODE_5	36629	37729	+	1101	1	1101	1096.00146	99.546	0.00454	1
AG-910-J22	AG-426-F11	AG-910-J22_00600	AG-910-J22_NODE_5	37756	38640	+	885	1	885	883.99995	99.887	0.00113	1
AG-910-J22	AG-426-F11	AG-910-J22_00601	AG-910-J22_NODE_5	38637	39404	-	768	1	768	766.0032	99.74	0.0026	1
AG-910-J22	AG-426-F11	AG-910-J22_00602	AG-910-J22_NODE_5	39582	41015	+	1434	1	1434	1432.9962	99.93	0.0007	1
AG-910-J22	AG-426-F11	AG-910-J22_00603	AG-910-J22_NODE_5	41015	45511	+	4497	1	4497	4488.006	99.8	0.002	1
AG-910-J22	AG-426-F11	AG-910-J22_00604	AG-910-J22_NODE_5	45504	46265	-	762	1	762	760.00356	99.738	0.00262	1
AG-910-J22	AG-426-F11	AG-910-J22_00605	AG-910-J22_NODE_5	46308	47462	+	1155	1	1155	1153.00185	99.827	0.00173	1
AG-910-J22	AG-426-F11	AG-910-J22_00606	AG-910-J22_NODE_5	47462	49378	+	1917	1	1917	1914.00948	99.844	0.00156	1
AG-910-J22	AG-426-F11	AG-910-J22_00607	AG-910-J22_NODE_5	49378	49923	+	546	1	546	545.00082	99.817	0.00183	1
AG-910-J22	AG-426-F11	AG-910-J22_00608	AG-910-J22_NODE_5	49978	50184	+	207	1	207	207.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00609	AG-910-J22_NODE_5	50186	50542	+	357	1	357	357.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00610	AG-910-J22_NODE_5	50586	51653	+	1068	1	1068	1066.99608	99.906	0.00094	1
AG-910-J22	AG-426-F11	AG-910-J22_00611	AG-910-J22_NODE_5	51650	54058	+	2409	1	2409	2405.00106	99.834	0.00166	1
AG-910-J22	AG-426-F11	AG-910-J22_00612	AG-910-J22_NODE_5	54059	55873	+	1815	1	1815	1813.0035	99.89	0.0011	1
AG-910-J22	AG-426-F11	AG-910-J22_00613	AG-910-J22_NODE_5	55920	56663	+	744	1	744	744.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00615	AG-910-J22_NODE_5	56934	58991	+	2058	1	2058	2056.00374	99.903	0.00097	1
AG-910-J22	AG-426-F11	AG-910-J22_00616	AG-910-J22_NODE_6	394	1077	-	684	1	684	684.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00617	AG-910-J22_NODE_6	1082	1525	-	444	1	444	444.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00618	AG-910-J22_NODE_6	1538	2896	-	1359	1	1359	1359.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00619	AG-910-J22_NODE_6	3057	3881	+	825	1	825	825.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00620	AG-910-J22_NODE_6	3881	4798	+	918	1	918	918.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00621	AG-910-J22_NODE_6	4791	5351	-	561	1	561	560.00142	99.822	0.00178	1
AG-910-J22	AG-426-F11	AG-910-J22_00622	AG-910-J22_NODE_6	5401	6195	-	795	1	795	795.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00623	AG-910-J22_NODE_6	6203	7414	-	1212	1	1212	1212.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00624	AG-910-J22_NODE_6	7444	9027	+	1584	1	1584	1584.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00625	AG-910-J22_NODE_6	9031	10539	+	1509	1	1509	1509.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00626	AG-910-J22_NODE_6	10539	11555	+	1017	1	1017	1016.00334	99.902	0.00098	1
AG-910-J22	AG-426-F11	AG-910-J22_00627	AG-910-J22_NODE_6	11556	14207	-	2652	1	2652	2650.99224	99.962	0.00038	1
AG-910-J22	AG-426-F11	AG-910-J22_00628	AG-910-J22_NODE_6	14207	15259	-	1053	1	1053	1053.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00629	AG-910-J22_NODE_6	15349	16482	-	1134	1	1134	1133.00208	99.912	0.00088	1
AG-910-J22	AG-426-F11	AG-910-J22_00630	AG-910-J22_NODE_6	16587	17540	-	954	1	954	954.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00631	AG-910-J22_NODE_6	17550	18923	-	1374	1	1374	1371.00468	99.782	0.00218	1
AG-910-J22	AG-426-F11	AG-910-J22_00632	AG-910-J22_NODE_6	18961	20127	-	1167	1	1167	1161.00162	99.486	0.00514	1
AG-910-J22	AG-426-F11	AG-910-J22_00633	AG-910-J22_NODE_6	20193	21344	-	1152	1	1152	1096.00128	95.139	0.04861	1
AG-910-J22	AG-426-F11	AG-910-J22_00634	AG-910-J22_NODE_6	21344	22495	-	1152	1	1146	1065.99774	93.019	0.06981	1
AG-910-J22	AG-426-F11	AG-910-J22_00635	AG-910-J22_NODE_6	22505	22969	-	465	1	455	421.99885	92.747	0.07253	1
AG-910-J22	AG-426-F11	AG-910-J22_00636	AG-910-J22_NODE_6	23020	23382	-	363	1	364	328.0004	90.11	0.0989	1
AG-910-J22	AG-426-F11	AG-910-J22_00637	AG-910-J22_NODE_6	23372	23905	-	534	1	534	491.00232	91.948	0.08052	1
AG-910-J22	AG-426-F11	AG-910-J22_00638	AG-910-J22_NODE_6	23898	25769	-	1872	1	1872	1767.99168	94.444	0.05556	1
AG-910-J22	AG-426-F11	AG-910-J22_00639	AG-910-J22_NODE_6	25769	26191	-	423	1	423	398.99898	94.326	0.05674	1
AG-910-J22	AG-426-F11	AG-910-J22_00640	AG-910-J22_NODE_6	26203	26436	-	234	1	234	227.00106	97.009	0.02991	1
AG-910-J22	AG-426-F11	AG-910-J22_00641	AG-910-J22_NODE_6	26433	27140	-	708	1	708	679.9986	96.045	0.03955	1
AG-910-J22	AG-426-F11	AG-910-J22_00642	AG-910-J22_NODE_6	27324	27644	-	321	1	321	298.99866	93.146	0.06854	1
AG-910-J22	AG-426-F11	AG-910-J22_00643	AG-910-J22_NODE_6	27689	28273	+	585	1	585	546.9984	93.504	0.06496	1
AG-910-J22	AG-426-F11	AG-910-J22_00647	AG-910-J22_NODE_6	31509	32087	+	579	1	552	534.9984	96.92	0.0308	1
AG-910-J22	AG-426-F11	AG-910-J22_00648	AG-910-J22_NODE_6	32088	32846	-	759	1	759	748.00209	98.551	0.01449	1
AG-910-J22	AG-426-F11	AG-910-J22_00649	AG-910-J22_NODE_6	32918	33952	+	1035	1	1035	1035.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00650	AG-910-J22_NODE_6	33943	34455	+	513	1	513	511.99965	99.805	0.00195	1
AG-910-J22	AG-426-F11	AG-910-J22_00651	AG-910-J22_NODE_6	34456	35640	+	1185	1	1185	1184.0046	99.916	0.00084	1
AG-910-J22	AG-426-F11	AG-910-J22_00652	AG-910-J22_NODE_6	35741	36886	+	1146	1	1146	1146.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00653	AG-910-J22_NODE_6	36876	37937	-	1062	1	1062	1062.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00654	AG-910-J22_NODE_6	37944	38792	-	849	1	849	849.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00655	AG-910-J22_NODE_6	38798	39088	-	291	1	291	291.0	100.0	0.0	1
